Region_ID,X,Y
0,0.6595017617065557,15.929433659554732
0,0.6680643860561915,16.00031064935065
0,0.6809083225806452,16.07118763914657
0,0.6961987232049949,16.135621266233766
0,0.7127123558792925,16.174281442486087
0,0.7218865962539023,16.01964073747681
0,0.728614372528616,15.839226581632653
0,0.7377886129032258,15.613708886827458
0,0.7439047731529658,15.439738093692021
0,0.7506325494276795,15.220663761595548
0,0.7579719417273674,15.040249605751391
0,0.7653113340270552,14.846948724489796
0,0.774485574401665,14.563440765306122
0,0.7818249667013528,14.337923070500928
0,0.7891643590010406,14.118848738404452
0,0.7806017346514049,14.080188562152133
0,0.7683694141519252,14.041528385899813
0,0.7561370936524454,13.983538121521335
0,0.7475744693028097,13.964208033395176
0,0.7420699250780438,14.093075287569572
0,0.7359537648283039,14.22838590445269
0,0.728614372528616,14.357253158627087
0,0.7212749802289282,14.499007138218923
0,0.7145472039542144,14.63431775510204
0,0.7053729635796047,14.827618636363637
0,0.6974219552549428,15.001589429499072
0,0.687636098855359,15.188446948051947
0,0.6790734745057232,15.381747829313543
0,0.6698992341311134,15.600822161410019
0,0.6619482258064516,15.800566405380334
1,0.6595017617065557,15.929433659554732
1,0.6417648969823101,15.826339856215213
1,0.6270861123829345,15.755462866419295
1,0.6105724797086369,15.691029239332096
1,0.5910007669094693,15.626595612244898
1,0.5989517752341311,15.471954907235622
1,0.606902783558793,15.285097388682747
1,0.6160770239334028,15.066023056586271
1,0.6289209604578565,14.808288548237476
1,0.6387068168574402,14.60210094155844
1,0.64788105723205,14.376583246753246
1,0.6582785296566077,14.170395640074211
1,0.6692876181061395,14.009311572356214
1,0.6802967065556712,13.828897416512058
1,0.688247714880333,13.71936025046382
1,0.7035381155046827,13.7773505148423
1,0.7176052840790843,13.835340779220779
1,0.7341189167533819,13.906217769016697
1,0.7475744693028097,13.964208033395176
1,0.7420699250780438,14.093075287569572
1,0.7359537648283039,14.22838590445269
1,0.728614372528616,14.357253158627087
1,0.7212749802289282,14.499007138218923
1,0.7145472039542144,14.63431775510204
1,0.7053729635796047,14.827618636363637
1,0.6974219552549428,15.001589429499072
1,0.687636098855359,15.188446948051947
1,0.6790734745057232,15.381747829313543
1,0.6698992341311134,15.600822161410019
1,0.6619482258064516,15.800566405380334
