x,y
1.015488817204301,19.946894880952378
0.9323128494623656,19.68269726190476
0.8676204301075268,19.444919404761905
0.8060086021505377,19.233561309523807
0.7567191397849462,18.99578345238095
0.7166714516129031,18.784425357142855
0.661220806451613,18.480598095238093
0.615011935483871,18.229610357142853
0.5842060215053764,17.912573214285715
0.5564806989247313,17.661585476190474
0.5503195161290322,17.344548333333332
0.5349165591397849,17.053930952380952
0.5349165591397849,16.868992619047617
0.5441583333333333,16.6708444047619
0.568803064516129,16.49911595238095
0.6119313440860215,16.406646785714283
0.6581402150537634,16.234918333333333
0.6766237634408603,15.997140476190474
0.688946129032258,15.759362619047618
0.7012684946236558,15.481955119047619
0.7074296774193549,15.059238928571428
0.7197520430107527,14.768621547619047
0.7382355913978496,14.385534999999999
0.7505579569892473,14.094917619047617
0.7597997311827958,13.777880476190475
0.781363870967742,13.42121369047619
0.7998474193548386,13.077756785714286
0.8275727419354839,12.800349285714285
0.8676204301075268,12.470102261904762
0.9045875268817203,12.100225595238095
0.9507963978494622,11.664299523809524
0.9908440860215053,11.36047226190476
1.0432141397849461,11.056645
1.1048259677419354,10.726397976190476
1.1664377956989247,10.475410238095238
1.2835002688172041,10.145163214285713
1.375918010752688,9.96022488095238
1.4929804838709675,9.762076666666665
1.6008011827956987,9.656397619047619
