x,y
3.525882096774194,19.880845476190473
3.2505574193548394,19.66948738095238
3.0224312580645165,19.510968809523806
2.731373741935484,19.299610714285713
2.4088505483870977,19.061832857142853
2.1964572258064523,18.903314285714284
1.991930322580646,18.74479571428571
1.7716705806451623,18.520227738095237
1.5750100967741945,18.29565976190476
1.401948870967743,18.084301666666665
1.291819000000001,17.886153452380952
1.17382270967742,17.635165714285712
1.103024935483872,17.30491869047619
1.0558264193548397,17.119980357142857
1.0794256774193556,16.89541238095238
1.1344906129032266,16.657634523809524
1.23675406451613,16.538745595238094
1.401948870967743,16.419856666666664
1.4884794838709687,16.393436904761902
1.6064757741935491,16.353807261904763
1.72447206451613,16.287757857142857
1.834601935483872,16.18207880952381
1.9211325483870978,15.997140476190474
1.9840639032258072,15.78578238095238
2.0076631612903233,15.561214404761904
2.0705945161290336,15.323436547619046
2.102060193548388,15.11207845238095
2.1807243870967747,14.861090714285712
2.2279229032258074,14.649732619047619
2.314453516129033,14.39874488095238
2.3773848709677425,14.147757142857142
2.471781903225807,13.883559523809522
2.550446096774195,13.685411309523808
2.6527095483870973,13.460843333333333
2.7549730000000006,13.236275357142857
2.88083570967742,12.9984975
3.0224312580645165,12.74750976190476
3.195492483870969,12.575781309523808
3.3292216129032264,12.32479357142857
3.5573477741935493,12.073805833333333
3.7304090000000008,11.8888675
3.8562717096774204,11.703929166666667
4.029332935483872,11.492571071428571
4.257459096774195,11.268003095238095
4.509184516129033,11.056645
4.753043516129033,10.884916547619047
5.0283681935483875,10.620718928571428
5.240761516129033,10.488620119047619
5.453154838709678,10.290471904761905
5.783544451612904,10.052694047619047
6.027403451612904,9.82812607142857
