X,Y
4.240860215053763,-9.255411255411255
4.240860215053763,-9.645021645021647
4.240860215053763,-10.034632034632036
4.264516129032257,-10.402597402597403
4.3354838709677415,-10.683982683982684
4.501075268817204,-10.987012987012989
4.784946236559139,-11.181818181818183
5.068817204301075,-11.225108225108226
5.352688172043011,-11.203463203463205
5.731182795698924,-11.181818181818183
6.038709677419354,-11.376623376623378
6.2279569892473114,-11.614718614718615
6.369892473118279,-11.917748917748918
6.535483870967742,-12.307359307359308
6.724731182795699,-12.71861471861472
6.961290322580645,-13.151515151515152
7.221505376344085,-13.562770562770563
7.5290322580645155,-13.930735930735931
7.860215053763441,-14.2987012987013
8.21505376344086,-14.58008658008658
8.56989247311828,-14.948051948051948
9.019354838709678,-15.251082251082252
9.516129032258064,-15.61904761904762
9.918279569892473,-15.922077922077921
10.296774193548387,-16.160173160173162
10.840860215053764,-16.506493506493506
