Region_ID,X,Y
0,0.9307984323621221,18.24600089285714
0,0.9616474802289274,18.268149886363634
0,1.011005956815816,18.273687134740257
0,1.0295153855358994,18.2127774025974
0,1.03260029032258,18.13525592532467
0,1.0449399094693022,18.052197199675323
0,1.0572795286160244,17.958063977272726
0,1.0665342429760658,17.86946800324675
0,1.0295153855358994,17.825170016233763
0,0.992496528095733,17.814095519480517
0,0.9801569089490108,17.891616996753243
0,0.9739870993756496,17.96360122564935
0,0.9616474802289274,18.041122702922074
0,0.9523927658688858,18.12971867694805
0,0.9431380515088443,18.17955391233766
1,0.9307984323621221,18.24600089285714
1,0.8937795749219555,18.207240154220777
1,0.8536758126951085,18.151867670454543
1,0.8629305270551502,18.03004820616883
1,0.8814399557752335,17.908228741883114
1,0.9030342892819971,17.725499545454543
1,0.9184588132153999,17.53723310064935
1,0.9462229562955247,17.221609943181818
1,1.0356851951092605,17.238221688311686
1,0.992496528095733,17.814095519480517
1,0.9801569089490108,17.891616996753243
1,0.9739870993756496,17.96360122564935
1,0.9616474802289274,18.041122702922074
1,0.9523927658688858,18.12971867694805
1,0.9431380515088443,18.17955391233766
